invoiceId,invoiceAmount,invoicePaidAmount,invoiceBalance,invoiceDiscountRate,invoiceDiscountAmount,invoiceProfit,invoicePaidBy,invoicePaidStatus,invoiceDate
13498,662.63,662.63,0,5,34.88,54.925,Cash,Full Paid,11/10/2018 11:46
13499,800,800,0,0,20,40,Cash,Full Paid,11/10/2018 11:48
13500,665.37,665.37,0,5,35.02,56.3105,Cash,Full Paid,11/10/2018 11:49
13501,99,99,0,0,0,13,Cash,Full Paid,11/10/2018 11:50
13502,180,180,0,0,0,22,Cash,Full Paid,11/10/2018 11:55
13503,100,100,0,0,0,17.78,Cash,Full Paid,11/10/2018 11:57
13504,230,230,0,0,4.3,25.75,Cash,Full Paid,11/10/2018 11:59
13505,39.1,39.1,0,0,0,5.39,Cash,Full Paid,11/10/2018 12:20
13506,250,250,0,0,0,57.95,Cash,Full Paid,11/10/2018 12:28
13507,88.9,88.9,0,0,0,11.6,Cash,Full Paid,11/10/2018 12:29
13508,160.31,160.31,0,5,8.44,13.9625,Cash,Full Paid,11/10/2018 12:41
13509,40.8,40.8,0,0,0,6.84,Cash,Full Paid,11/10/2018 12:43
13510,50,50,0,0,0,19.98,Cash,Full Paid,11/10/2018 12:45
13511,1900,1900,0,0,40,154,Cash,Full Paid,11/10/2018 12:56
13512,14,14,0,0,0,1.28,Cash,Full Paid,11/10/2018 1:07
13513,210,210,0,0,10,17.04,Cash,Full Paid,11/10/2018 1:19
13514,1891.01,1891.01,0,4,78.79,180.448,Cash,Full Paid,11/10/2018 1:25
13515,179.8,179.8,0,0,0,23.5,Cash,Full Paid,11/10/2018 4:22
13516,140,140,0,0,2.1,16.48,Cash,Full Paid,11/10/2018 4:23
13517,245.28,245.28,0,0,0,32.04,Cash,Full Paid,11/10/2018 4:33
13518,15.7,15.7,0,0,0,2.3,Cash,Full Paid,11/10/2018 4:36
13519,210,210,0,0,5,18.04,Cash,Full Paid,11/10/2018 4:41
13520,190,190,0,0,5,20.5,Cash,Full Paid,11/10/2018 4:44
13521,170,170,0,0,1.88,24.96,Cash,Full Paid,11/10/2018 4:47
13522,99.5,99.5,0,0,0,12.2,Cash,Full Paid,11/10/2018 4:49
13523,27,27,0,0,0,3.51,Cash,Full Paid,11/10/2018 4:50
13524,859.94,859.94,0,5,45.26,80.04,Cash,Full Paid,11/10/2018 4:56
13525,50,50,0,0,0,6.53,Cash,Full Paid,11/10/2018 5:10
13526,800,800,0,0,15,59.2,Cash,Full Paid,11/10/2018 5:27
13527,236.9,236.9,0,0,0,31,Cash,Full Paid,11/10/2018 5:29
13528,61.75,61.75,0,5,3.25,7.25,Cash,Full Paid,11/10/2018 5:43
13529,70,70,0,0,0,7,Cash,Full Paid,11/10/2018 5:45
13530,29,29,0,0,0,9.9,Cash,Full Paid,11/10/2018 5:46
13531,160,160,0,0,5,46.38,Cash,Full Paid,11/10/2018 5:50
13532,596.6,596.6,0,5,31.4,50.24,Cash,Full Paid,11/10/2018 5:51
13533,597.41,597.41,0,4,24.89,58.308,Cash,Full Paid,11/10/2018 5:52
13534,711.25,711.25,0,3.5,25.8,71.95325,Cash,Full Paid,11/10/2018 5:57
13535,847.88,847.88,0,5,44.63,71.475,Cash,Full Paid,11/10/2018 5:59
13536,129,129,0,0,0,19.35,Cash,Full Paid,11/10/2018 6:00
13537,200,200,0,0,3.1,25,Cash,Full Paid,11/10/2018 6:12
13538,50,50,0,0,0,5,Cash,Full Paid,11/10/2018 6:13
13539,287.85,287.85,0,5,15.15,24.25,Cash,Full Paid,11/10/2018 6:22
13540,38,38,0,0,0,11.2,Cash,Full Paid,11/10/2018 6:28
13541,328.36,328.36,0,5,17.28,39.298,Cash,Full Paid,11/10/2018 6:32
13542,350,350,0,0,10,36.8,Cash,Full Paid,11/10/2018 6:33
13543,800,800,0,0,20,40,Cash,Full Paid,11/10/2018 6:37
13544,249,249,0,0,8,30.9,Cash,Full Paid,11/10/2018 6:39
13545,443.27,443.27,0,5,23.33,41.37,Cash,Full Paid,11/10/2018 6:47
13546,260,260,0,0,4,22.64,Cash,Full Paid,11/10/2018 6:47
13547,180.42,180.42,0,3,5.58,17.58,Cash,Full Paid,11/10/2018 6:50
13548,159.6,159.6,0,5,8.4,12.23,Cash,Full Paid,11/10/2018 6:53
13549,2574.12,0,2574.12,5,135.48,216.02,Credit,Not Paid,11/10/2018 6:53
13550,130,130,0,0,1.3,16,Cash,Full Paid,11/10/2018 6:58
13551,490,490,0,0,5,69.25,Cash,Full Paid,11/10/2018 7:01
13552,3172.5,3172.5,0,5,166.97,291.1565,Cash,Full Paid,11/10/2018 7:04
13553,120,120,0,0,5,11,Cash,Full Paid,11/10/2018 7:05
13554,52.8,52.8,0,0,0,9.16,Cash,Full Paid,11/10/2018 7:09
13555,75,75,0,0,1.75,22.75,Cash,Full Paid,11/10/2018 7:15
13556,1640.4,1640.4,0,3.5,59.5,167.6035,Cash,Full Paid,11/10/2018 7:19
13557,30,30,0,0,1.5,2.61,Cash,Full Paid,11/10/2018 7:21
13558,200,200,0,0,0,47.6,Cash,Full Paid,11/10/2018 7:24
13559,184.49,184.49,0,5,9.71,15.61,Cash,Full Paid,11/10/2018 7:24
13560,57.7,57.7,0,0,0,7.9,Cash,Full Paid,11/10/2018 7:24
13561,110,110,0,0,2.44,10,Cash,Full Paid,11/10/2018 7:25
13562,60,60,0,0,2,6.08,Cash,Full Paid,11/10/2018 7:26
13563,50,50,0,0,0,7,Cash,Full Paid,11/10/2018 7:34
13564,190,190,0,0,3,29.12,Cash,Full Paid,11/10/2018 7:35
13565,1695.66,1695.66,0,5,89.25,146.85,Cash,Full Paid,11/10/2018 7:38
13566,230,230,0,0,0,30.42,Cash,Full Paid,11/10/2018 7:38
13567,820,0,820,0,8.78,102.11,Credit,Not Paid,11/10/2018 7:39
13568,30,30,0,0,0,7.6,Cash,Full Paid,11/10/2018 7:41
13569,120,0,120,0,0,17.5,Credit,Not Paid,11/10/2018 7:41
13570,180,180,0,0,5.5,18.7,Cash,Full Paid,11/10/2018 7:44
13571,210,210,0,0,8.41,18.79,Cash,Full Paid,11/10/2018 7:46
13572,90,90,0,0,0,11.73,Cash,Full Paid,11/10/2018 7:47
13573,1168.74,1168.74,0,5,61.51,98.7075,Cash,Full Paid,11/10/2018 7:51
13574,520,520,0,0,24.2,47.5,Cash,Full Paid,11/10/2018 8:00
13575,45,45,0,0,0,5.9,Cash,Full Paid,11/10/2018 8:01
13576,416.1,416.1,0,5,21.9,36.1,Cash,Full Paid,11/10/2018 8:06
13577,920,920,0,0,34.1,89.2,Cash,Full Paid,11/10/2018 8:10
13578,120,120,0,0,4.4,13.1,Cash,Full Paid,11/10/2018 8:14
13579,70,70,0,0,1.48,8.68,Cash,Full Paid,11/10/2018 8:16
13580,190.5,190.5,0,0,0,24.8,Cash,Full Paid,11/10/2018 8:18
13581,170,170,0,0,2,20.5,Cash,Full Paid,11/10/2018 8:22
13582,746.27,746.27,0,5,39.28,63.2025,Cash,Full Paid,11/10/2018 8:30
13583,130,130,0,0,0,15.56,Cash,Full Paid,11/10/2018 8:32
13584,79.62,79.62,0,4,3.32,9.3224,Cash,Full Paid,11/10/2018 8:39
13585,170,170,0,0,1.71,19.81,Cash,Full Paid,11/10/2018 8:55
13586,200,200,0,0,0,30,Cash,Full Paid,11/10/2018 9:02
13587,150,150,0,0,0,20,Cash,Full Paid,11/10/2018 9:08
13588,20.55,20.55,0,0,0,1.65,Cash,Full Paid,11/10/2018 9:14
13589,12.33,12.33,0,0,0,0.99,Cash,Full Paid,11/10/2018 9:16
13590,79.49,79.49,0,4,3.31,7.488,Cash,Full Paid,11/10/2018 9:18
13591,796.43,796.43,0,5,41.92,70.4325,Cash,Full Paid,11/10/2018 9:20
13592,30,30,0,0,1.5,2.61,Cash,Full Paid,11/10/2018 9:21
13593,615.88,615.88,0,3,19.05,67.0021,Cash,Full Paid,11/10/2018 9:22
13594,93.9,93.9,0,0,0,12.24,Cash,Full Paid,11/10/2018 9:27
13595,420,420,0,0,7,48,Cash,Full Paid,11/10/2018 9:29
13596,159.6,159.6,0,5,8.4,16.08,Cash,Full Paid,11/10/2018 9:29
13597,159.3,159.3,0,0,0,21.7,Cash,Full Paid,11/10/2018 9:32
13598,170,170,0,0,6.4,16.8,Cash,Full Paid,11/10/2018 9:33
13599,50,50,0,0,0,11.04,Cash,Full Paid,11/10/2018 9:35
13600,214.61,214.61,0,5,11.3,18.405,Cash,Full Paid,11/10/2018 9:37
13601,1301.92,1301.92,0,5,68.52,109.238,Cash,Full Paid,11/10/2018 9:45
13602,65,65,0,0,1,8.1,Cash,Full Paid,11/10/2018 9:50
13603,285,285,0,5,15,25.2,Cash,Full Paid,11/10/2018 9:52
13604,256.68,256.68,0,7,19.32,16.68,Cash,Full Paid,11/10/2018 9:53
13605,73.1,73.1,0,5,3.85,5.9025,Cash,Full Paid,11/10/2018 9:53
13606,14,14,0,0,0,2.04,Cash,Full Paid,11/10/2018 9:59
13607,96,96,0,0,0,12,Cash,Full Paid,11/10/2018 10:02
13608,1200,1200,0,0,70,74,Cash,Full Paid,11/10/2018 10:05
13609,730.8,0,730.8,0,0,97.6,Credit,Not Paid,11/10/2018 10:06
13610,200,200,0,0,10,27.38,Cash,Full Paid,11/10/2018 10:08
13611,100,100,0,0,5,7.6,Cash,Full Paid,11/10/2018 10:20
13612,500,500,0,0,60,20,Cash,Full Paid,11/10/2018 10:25
13613,19.2,19.2,0,0,0,4.48,Cash,Full Paid,11/10/2018 10:26
13614,361,361,0,5,19,32.2,Cash,Full Paid,11/10/2018 10:29
13615,80,80,0,0,4,6.98,Cash,Full Paid,11/10/2018 10:30
13616,110,110,0,0,0,15,Cash,Full Paid,11/10/2018 10:33
13617,455,455,0,0,15.6,219.7,Cash,Full Paid,11/10/2018 10:34
13618,940.5,940.5,0,5,49.5,87.5,Cash,Full Paid,11/10/2018 10:35
13619,50,50,0,0,5,6.96,Cash,Full Paid,11/10/2018 10:36
13620,220,220,0,0,12.44,18.68,Cash,Full Paid,11/10/2018 10:44
13621,400,400,0,0,7.65,46.6,Cash,Full Paid,11/10/2018 10:46
13622,54.9,54.9,0,0,0,6.9,Cash,Full Paid,11/10/2018 10:56
13623,100,100,0,0,12,2.56,Cash,Full Paid,11/10/2018 11:08
13624,230,230,0,0,2,121,Cash,Full Paid,11/11/2018 8:45
13625,500,500,0,0,13,53.96,Cash,Full Paid,11/11/2018 8:49
13626,400,400,0,0,0,41.61,Cash,Full Paid,12/4/2018 10:13
13627,80,80,0,0,0.8,9.7,Cash,Full Paid,11/11/2018 8:56
13628,100,100,0,0,4,18.4,Cash,Full Paid,11/11/2018 9:11
13629,200,200,0,0,20,7.02,Cash,Full Paid,11/11/2018 9:18
13630,170,170,0,0,0,18.2,Cash,Full Paid,11/11/2018 9:21
13631,175,175,0,0,4.2,19.15,Cash,Full Paid,11/11/2018 9:29
13632,180,180,0,0,0,25.2,Cash,Full Paid,11/11/2018 9:36
13633,180,180,0,0,1,24.6,Cash,Full Paid,11/11/2018 9:42
13634,760,760,0,0,31.3,74.7,Cash,Full Paid,11/11/2018 10:10
13635,85,85,0,0,2.2,9.9,Cash,Full Paid,11/11/2018 10:16
13636,1328.1,1328.1,0,5,69.9,143.1,Cash,Full Paid,11/11/2018 10:23
13637,100,100,0,0,6.5,38.23,Cash,Full Paid,11/11/2018 10:24
13638,1751.58,1751.58,0,5,92.19,170.8915,Cash,Full Paid,11/11/2018 10:29
13639,219.65,219.65,0,3,6.79,23.0268,Cash,Full Paid,11/11/2018 10:41
13640,22,22,0,0,0.1,5.75,Cash,Full Paid,11/11/2018 10:41
13641,200,200,0,0,8,19.1,Cash,Full Paid,11/11/2018 10:43
13642,497.14,497.14,0,5,26.17,53.835,Cash,Full Paid,11/11/2018 10:50
13643,195,195,0,0,0,78,Cash,Full Paid,11/11/2018 11:07
13644,80,80,0,0,1.04,10.99,Cash,Full Paid,11/11/2018 11:12
13645,480,480,0,0,14.64,56.21,Cash,Full Paid,11/11/2018 11:17
13646,700,700,0,0,25,80.5,Cash,Full Paid,11/11/2018 11:40
13647,400,400,0,0,4.75,61.35,Cash,Full Paid,11/11/2018 11:43
13648,99.5,99.5,0,0,0,11.07,Cash,Full Paid,11/11/2018 11:44
13649,320,320,0,0,5,27.5,Cash,Full Paid,11/11/2018 11:50
13650,55,55,0,0,0,8,Cash,Full Paid,11/11/2018 11:50
13651,1534.35,1534.35,0,3.5,55.65,113.9,Cash,Full Paid,11/11/2018 11:54
13652,280,280,0,0,0,37.7,Cash,Full Paid,11/11/2018 12:12
13653,598.5,598.5,0,5,31.5,46.5,Cash,Full Paid,11/11/2018 12:23
13654,20,20,0,0,0,2.6,Cash,Full Paid,11/11/2018 12:24
13655,40,40,0,0,0,20.8,Cash,Full Paid,11/11/2018 12:35
13656,100,100,0,0,0,11,Cash,Full Paid,11/11/2018 12:37
13657,13,13,0,0,0,3.25,Cash,Full Paid,11/11/2018 12:40
13658,40,40,0,0,0,7,Cash,Full Paid,11/11/2018 12:49
13659,870,870,0,0,15,85.96,Cash,Full Paid,11/11/2018 12:56
13660,1282.5,1282.5,0,5,67.5,112.5,Cash,Full Paid,11/11/2018 1:00
13661,400,400,0,0,0,70,Cash,Full Paid,11/11/2018 1:02
13662,580,0,580,0,20,56.64,Credit,Not Paid,11/11/2018 1:16
13663,480,480,0,0,9.64,53.76,Cash,Full Paid,11/11/2018 1:19
13664,329.08,329.08,0,2,6.72,36.934,Cash,Full Paid,11/11/2018 1:21
13665,40,40,0,0,0,5.4,Cash,Full Paid,11/11/2018 4:16
13666,207.96,207.96,0,5,10.95,15.895,Cash,Full Paid,11/11/2018 4:22
13667,240,240,0,0,8.8,28.02,Cash,Full Paid,11/11/2018 4:24
13668,50,50,0,0,0,4.5,Cash,Full Paid,11/11/2018 4:32
13669,19,19,0,0,0,2.42,Cash,Full Paid,11/11/2018 4:50
13670,190,190,0,0,2.85,22.28,Cash,Full Paid,11/11/2018 4:55
13671,80,80,0,0,2.65,8.12,Cash,Full Paid,11/11/2018 4:56
13672,49.88,49.88,0,5,2.63,3.005,Cash,Full Paid,11/11/2018 5:08
13673,245.58,245.58,0,5,12.93,20.825,Cash,Full Paid,11/11/2018 5:09
13674,167.05,167.05,0,2,3.41,18.9108,Cash,Full Paid,11/11/2018 5:14
13675,70.4,70.4,0,0,0,9.2,Cash,Full Paid,11/11/2018 5:23
13676,30.4,30.4,0,0,0,5.32,Cash,Full Paid,11/11/2018 5:26
13677,1050.5,1050.5,0,4.5,49.5,80.5,Cash,Full Paid,11/11/2018 5:36
13678,420.11,0,420.11,3,12.99,43.507,Credit,Not Paid,11/11/2018 5:38
13679,50,50,0,0,0,4.5,Cash,Full Paid,11/11/2018 5:43
13680,120,120,0,0,4,14,Cash,Full Paid,11/11/2018 5:45
13681,350,350,0,5,22.4,27.56,Cash,Full Paid,11/11/2018 5:53
13682,340,340,0,5,18,30.6,Cash,Full Paid,11/11/2018 5:59
13683,50,50,0,0,0,6.53,Cash,Full Paid,11/11/2018 6:08
13684,100,0,100,0,1.95,13.53,Cash,Not Paid,11/21/2018 9:04
13685,460,460,0,0,18,42,Cash,Full Paid,11/11/2018 6:15
13686,458.81,458.81,0,3,14.19,47.31,Cash,Full Paid,11/11/2018 6:25
13687,650,650,0,5,38.38,51.731,Cash,Full Paid,11/11/2018 6:27
13688,60,60,0,0,0,8.1,Cash,Full Paid,11/11/2018 6:27
13689,770,770,0,0,14,98.8,Cash,Full Paid,11/11/2018 6:27
13690,1427.38,1427.38,0,5,75.13,119.925,Cash,Full Paid,11/11/2018 6:31
13691,201.05,201.05,0,5,10.58,17.0685,Cash,Full Paid,11/11/2018 6:34
13692,2760.7,2720,40.7,5,145.3,233.95,Cash,Advance,11/11/2018 6:34
13693,260,260,0,0,10,44,Cash,Full Paid,11/11/2018 6:35
13694,299.25,299.25,0,5,15.75,29.85,Cash,Full Paid,11/11/2018 6:35
13695,20,20,0,0,0,6.1,Cash,Full Paid,11/11/2018 6:35
13696,695.52,695.52,0,4,28.98,65.52,Cash,Full Paid,11/11/2018 6:42
13697,150,150,0,0,4.47,15.15,Cash,Full Paid,11/11/2018 6:47
13698,350,350,0,0,10,42.5,Cash,Full Paid,11/11/2018 6:47
13699,299.26,299.26,0,0,10,30.7,Cash,Full Paid,11/11/2018 6:52
13700,150,150,0,0,0,22.5,Cash,Full Paid,11/11/2018 6:54
13701,350,350,0,5,20.44,28.278,Cash,Full Paid,11/11/2018 6:57
13702,220,220,0,5,12.8,15.8,Cash,Full Paid,11/11/2018 6:59
13703,886.16,886.16,0,5,46.64,78.96,Cash,Full Paid,11/11/2018 7:01
13704,610.25,610.25,0,4.4,28.09,55.07304,Cash,Full Paid,11/11/2018 7:03
13705,90,90,0,0,2.75,9.35,Cash,Full Paid,11/11/2018 7:05
13706,200.21,200.21,0,3,6.19,22.008,Cash,Full Paid,11/11/2018 7:08
13707,30,30,0,0,1.5,2.61,Cash,Full Paid,11/11/2018 7:09
13708,200.26,200.26,0,5,10.54,16.76,Cash,Full Paid,11/11/2018 7:11
13709,210,210,0,0,10,210,Cash,Full Paid,11/11/2018 7:15
13710,1715,1715,0,3.5,62.24,182.6366,Cash,Full Paid,11/11/2018 7:16
13711,200,200,0,0,0,65.8,Cash,Full Paid,11/11/2018 9:42
13712,190,190,0,0,4.34,19.96,Cash,Full Paid,11/11/2018 7:22
13713,50,50,0,0,0,6.53,Cash,Full Paid,11/11/2018 7:23
13714,859.05,859.05,0,3,26.57,87.0714,Cash,Full Paid,11/11/2018 7:27
13715,505.4,505.4,0,5,26.6,45.6,Cash,Full Paid,11/11/2018 7:36
13716,170,170,0,0,4.6,18.15,Cash,Full Paid,11/11/2018 7:36
13717,50,50,0,0,0,19.98,Cash,Full Paid,11/11/2018 7:37
13718,764.35,764.35,0,5,40.23,64.771,Cash,Full Paid,11/11/2018 7:42
13719,650,650,0,0,20,14.9,Cash,Full Paid,11/11/2018 7:43
13720,200,200,0,0,0,26.12,Cash,Full Paid,11/11/2018 7:43
13721,280,280,0,0,4,30.2,Cash,Full Paid,11/11/2018 7:45
13722,2709.31,2709.31,0,5,142.6,222.305,Cash,Full Paid,11/11/2018 7:50
13723,90,90,0,0,4,9,Cash,Full Paid,11/11/2018 7:52
13724,422.76,422.76,0,5,22.25,36.7995,Cash,Full Paid,11/11/2018 7:59
13725,80,80,0,0,2,5.46,Cash,Full Paid,11/11/2018 7:59
13726,11,11,0,0,0,1.62,Cash,Full Paid,11/11/2018 8:00
13727,180,180,0,0,0,45,Cash,Full Paid,11/11/2018 8:03
13728,100,100,0,0,0,14,Cash,Full Paid,11/11/2018 8:03
13729,180,180,0,0,0,45,Cash,Full Paid,11/11/2018 8:04
13730,572.57,572.57,0,5,30.14,55.345,Cash,Full Paid,11/11/2018 8:07
13731,271.7,271.7,0,5,14.3,24.7,Cash,Full Paid,11/11/2018 8:08
13732,600,600,0,0,15,34.2,Cash,Full Paid,11/11/2018 8:10
13733,300,300,0,0,16.8,24.52,Cash,Full Paid,11/11/2018 8:14
13734,805.6,805.6,0,5,42.4,61.6,Cash,Full Paid,11/11/2018 8:16
13735,162.52,162.52,0,5,8.55,13.4065,Cash,Full Paid,11/11/2018 8:22
13736,50,50,0,0,1.35,5.7,Cash,Full Paid,11/11/2018 8:26
13737,125,125,0,0,0,29.34,Cash,Full Paid,11/11/2018 8:26
13738,1960,1960,0,0,70,194.6,Cash,Full Paid,11/11/2018 8:26
13739,265,265,0,0,0,45,Cash,Full Paid,11/11/2018 8:27
13740,100,100,0,0,10,3.51,Cash,Full Paid,11/11/2018 8:33
13741,480,480,0,0,20,150,Cash,Full Paid,11/11/2018 8:30
13742,1050,1050,0,0,40,60,Cash,Full Paid,11/11/2018 8:31
13743,180,180,0,0,0,45,Cash,Full Paid,11/11/2018 8:32
13744,37.7,37.7,0,0,0,5,Cash,Full Paid,11/11/2018 8:33
13745,80,80,0,0,4,7.64,Cash,Full Paid,11/11/2018 8:35
13746,432.54,432.54,0,5,22.77,36.085,Cash,Full Paid,11/11/2018 8:38
13747,21.2,21.2,0,0,0,2.8,Cash,Full Paid,11/11/2018 8:41
13748,440,440,0,5,24.98,36.061,Cash,Full Paid,11/11/2018 8:42
13749,100,100,0,0,0,16,Cash,Full Paid,11/11/2018 8:43
13750,55,55,0,0,0,7,Cash,Full Paid,11/11/2018 8:47
13751,88.24,88.24,0,0,0,12.62,Cash,Full Paid,11/11/2018 8:48
13752,510,510,0,0,6.89,62.7,Cash,Full Paid,11/11/2018 8:53
13753,1160,0,1160,0,0,90.96,Credit,Not Paid,11/11/2018 8:56
13754,189.9,0,189.9,0,0,37.9,Credit,Not Paid,11/11/2018 8:57
13755,343.43,343.43,0,5,18.08,29.125,Cash,Full Paid,11/11/2018 9:03
13756,16.2,16.2,0,0,0,2.1,Cash,Full Paid,11/11/2018 9:04
13757,149.77,149.77,0,3,4.63,14.368,Cash,Full Paid,11/11/2018 9:05
13758,180,180,0,0,0.8,22.73,Cash,Full Paid,11/11/2018 9:05
13759,220,220,0,0,0,27.02,Cash,Full Paid,11/11/2018 9:08
13760,179.13,179.13,0,0,0,18.25,Cash,Full Paid,11/11/2018 9:09
13761,170,170,0,0,0,18.2,Cash,Full Paid,11/11/2018 9:11
13762,200,200,0,0,4,24.94,Cash,Full Paid,11/11/2018 9:11
13763,48,48,0,0,0,5.16,Cash,Full Paid,11/11/2018 9:18
13764,1140,1140,0,5,60,95.39,Cash,Full Paid,11/11/2018 9:24
13765,2458.41,2458.41,0,5,129.39,241.61,Cash,Full Paid,11/11/2018 9:24
13766,450,450,0,0,0,23.45,Cash,Full Paid,12/4/2018 9:44
13767,100,100,0,0,4.72,9.14,Cash,Full Paid,11/11/2018 9:31
13768,596.6,596.6,0,5,31.4,60.5,Cash,Full Paid,11/11/2018 9:34
13769,1362.49,1362.49,0,5,71.71,116.69,Cash,Full Paid,11/11/2018 9:38
13770,18,18,0,0,0,2.34,Cash,Full Paid,11/11/2018 9:38
13771,600,600,0,0,15,34.2,Cash,Full Paid,11/11/2018 9:47
13772,310.66,310.66,0,2,6.34,34.66,Cash,Full Paid,11/11/2018 9:52
13773,420,420,0,0,10,51.07,Cash,Full Paid,11/11/2018 9:54
13774,550,550,0,0,9.5,59.35,Cash,Full Paid,11/11/2018 9:54
13775,50,50,0,0,1.6,5.6,Cash,Full Paid,11/11/2018 9:55
13776,570,570,0,5,30,48,Cash,Full Paid,11/11/2018 9:58
13777,20,20,0,0,0,12.5,Cash,Full Paid,11/11/2018 10:01
13778,580,580,0,0,8.75,68.2,Cash,Full Paid,11/11/2018 10:18
13779,320,320,0,0,16.72,35.44,Cash,Full Paid,11/11/2018 10:26
13780,179.55,179.55,0,5,9.45,15.23,Cash,Full Paid,11/11/2018 10:35
13781,20.8,20.8,0,0,0,3.64,Cash,Full Paid,11/11/2018 10:35
13782,8782.38,0,8782.38,0,0,1197.86,Credit,Not Paid,11/11/2018 10:36
13783,490.2,490.2,0,5,25.8,41.4,Cash,Full Paid,11/11/2018 10:55
13784,1140,0,1140,0,40,47.4,Credit,Not Paid,11/11/2018 10:55
13785,1580,1580,0,0,60,60,Cash,Full Paid,11/11/2018 11:01
13786,180,180,0,0,6.2,20.6,Cash,Full Paid,11/11/2018 11:02
13787,50,50,0,0,2.5,5,Cash,Full Paid,11/12/2018 9:03
13788,513.29,513.29,0,5,27.02,44.585,Cash,Full Paid,11/12/2018 10:00
13789,230,230,0,0,19.6,13,Cash,Full Paid,11/12/2018 10:01
13790,199.5,199.5,0,5,10.5,20.05,Cash,Full Paid,11/12/2018 10:22
13791,680,680,0,0,20,83.05,Cash,Full Paid,11/12/2018 10:36
13792,300,300,0,0,0,60,Cash,Full Paid,11/12/2018 10:43
13793,90,90,0,0,0,12.14,Cash,Full Paid,11/12/2018 10:44
13794,350,350,0,0,12.58,35,Cash,Full Paid,11/12/2018 10:46
13795,758.2,758.2,0,5,39.91,64.295,Cash,Full Paid,11/12/2018 10:49
13796,70,70,0,0,0,12,Cash,Full Paid,11/12/2018 10:50
13797,40,40,0,0,0,25,Cash,Full Paid,11/12/2018 10:55
13798,545,545,0,0,20.88,50.67,Cash,Full Paid,11/12/2018 11:04
13799,44,44,0,0,0,5.8,Cash,Full Paid,11/12/2018 11:14
13800,350,350,0,0,10,38.66,Cash,Full Paid,11/12/2018 11:21
13801,340,340,0,0,11.03,37.27,Cash,Full Paid,11/12/2018 11:29
13802,430,430,0,0,19,40,Cash,Full Paid,11/12/2018 11:29
13803,85,85,0,0,0.5,10.51,Cash,Full Paid,11/12/2018 11:46
13804,30,30,0,0,0,3,Cash,Full Paid,11/12/2018 12:01
13805,798.45,798.45,0,5,42.02,69.9865,Cash,Full Paid,11/12/2018 12:15
13806,99,99,0,0,0,13,Cash,Full Paid,11/12/2018 12:18
13807,1362.17,1362.17,0,7,102.53,88.571,Cash,Full Paid,11/12/2018 12:36
13808,575,0,575,0,0,61.14,Credit,Not Paid,11/12/2018 12:39
13809,532.7,532.7,0,7,40.1,41.404,Cash,Full Paid,11/12/2018 12:41
13810,210,210,0,0,0,27.4,Cash,Full Paid,11/12/2018 12:45
13811,250,250,0,0,5,21.94,Cash,Full Paid,11/12/2018 12:51
13812,60,60,0,0,0,5.45,Cash,Full Paid,11/12/2018 12:53
13813,110,110,0,0,5,6.3,Cash,Full Paid,11/12/2018 1:13
13814,275,275,-235,0,5,28.2,Cash,Full Paid,11/12/2018 1:21
13815,110,110,0,0,5,6.3,Cash,Full Paid,11/12/2018 1:30
13816,230,230,0,0,5.9,27.3,Cash,Full Paid,11/12/2018 4:27
13817,190,190,0,0,3.85,24.03,Cash,Full Paid,11/12/2018 4:37
13818,1381.3,1381.3,0,5,72.7,113.3,Cash,Full Paid,11/12/2018 4:47
13819,120,120,0,0,0,16,Cash,Full Paid,11/12/2018 4:51
13820,448.4,448.4,0,5,23.6,47.4,Cash,Full Paid,11/12/2018 5:03
13821,140,140,0,0,0,18.27,Cash,Full Paid,11/12/2018 5:04
13822,1140,1140,0,0,40,47.4,Cash,Full Paid,11/12/2018 5:07
13823,44.55,44.55,0,0,0,6.58,Cash,Full Paid,11/12/2018 5:30
13824,360.81,360.81,0,5,18.99,30.9,Cash,Full Paid,11/12/2018 5:36
13825,73.82,73.82,0,5,3.89,6.215,Cash,Full Paid,11/12/2018 5:36
13826,110,110,0,0,0,20,Cash,Full Paid,11/12/2018 5:37
13827,1370,1370,0,0,67.58,120.32,Cash,Full Paid,11/12/2018 5:54
13828,385.13,385.13,0,5,20.27,31.93,Cash,Full Paid,11/12/2018 6:00
13829,220,220,0,0,0,33,Cash,Full Paid,11/12/2018 6:12
13830,130,130,0,0,6,11.8,Cash,Full Paid,11/12/2018 6:14
13831,309.23,309.23,0,5,16.28,28.615,Cash,Full Paid,11/12/2018 6:18
13832,110,110,0,0,3.1,13.6,Cash,Full Paid,11/12/2018 6:19
13833,1615,1615,0,5,85,144.5,Cash,Full Paid,11/12/2018 6:20
13834,210,210,0,0,5,18.07,Cash,Full Paid,11/12/2018 6:22
13835,23.76,23.76,0,0,0,4.14,Cash,Full Paid,11/12/2018 6:35
13836,500,500,0,3,15.74,51.3878,Cash,Full Paid,11/12/2018 6:37
13837,260,260,0,0,5,27.48,Cash,Full Paid,11/12/2018 6:37
13838,2217.5,2217.5,0,4,92.4,210.384,Cash,Full Paid,11/12/2018 6:46
13839,27,27,0,0,0,6.5,Cash,Full Paid,11/12/2018 6:47
13840,50,50,0,0,0,6.53,Cash,Full Paid,11/12/2018 6:47
13841,100,100,0,0,3.5,10,Cash,Full Paid,11/12/2018 6:50
13842,170,170,0,0,0,18.2,Cash,Full Paid,11/12/2018 6:50
